Morris,1,2,0.000549763276808537,0.5
Sobol,1,2,0.013210828015249048,0.4856534557912246
Fast,1,2,0.12426155498743001,0.34675191549063206
RDB-Fast,1,2,0.057119314188363655,0.587389898989166
Delta,1,2,0.028072650209410837,0.3996059062106413
DGSM,1,2,0.00029268622551702694,0.49999999999999983
R2,1,2,2.935150295492054e-07,0.5
Pearson,1,2,0.011354265953975831,0.3364003118120331
RF,1,2,0.0034981435737057075,0.5
Linear,1,2,0.018203227268032716,0.49999999999999994
Morris,2,2,7.32368470839572e-15,0.49999999999999994
Sobol,2,2,0.0009882958927615135,0.5008211904254039
Fast,2,2,0.24248114646362012,0.35510537271116205
RDB-Fast,2,2,0.10583524818830746,0.596572573551103
Delta,2,2,0.08224838020081326,0.3792005193514434
DGSM,2,2,9.045619110885505e-29,0.4999999999999997
R2,2,2,7.343391599324894e-16,0.49999999999999994
Pearson,2,2,0.013309722504756651,0.20476602825569282
RF,2,2,0.01567020387119897,0.49999999999999994
Linear,2,2,0.05363653882740267,0.5000000000000001
Morris,3,2,0.00026261735922446466,0.5
Sobol,3,2,0.0025281093420936717,0.5131606149357278
Fast,3,2,0.25422822361556363,0.3260047057448669
RDB-Fast,3,2,0.1007285394302829,0.587757505003751
Delta,3,2,0.021857653119205997,0.4465547804366979
DGSM,3,2,9.3339612769566e-05,0.5
R2,3,2,1.0218534457251722e-07,0.5
Pearson,3,2,0.005142561680193391,0.47982354655130316
RF,3,2,0.004390131378686438,0.49999999999999994
Linear,3,2,0.003235599203996463,0.5
Morris,4,2,0.0006804694572868467,0.5
Sobol,4,2,0.0226122918345841,0.5517677746410242
Fast,4,2,0.07964910831797876,0.3141503241403625
RDB-Fast,4,2,0.05558814389206747,0.5768673534063354
Delta,4,2,0.048137963693018156,0.3659892168805423
DGSM,4,2,0.010303629774597846,0.5000000000000001
R2,4,2,9.994228064923972e-07,0.5
Pearson,4,2,0.008644808732603499,0.4903776079956154
RF,4,2,0.011698477385250145,0.5
Linear,4,2,0.00646110488909285,0.5
Morris,5,2,6.290087198368712e-33,0.49999999999999983
Sobol,5,2,0.00406210078683168,0.5134928835012752
Fast,5,2,0.29064149772172526,0.3180369767763816
RDB-Fast,5,2,0.10212770037072834,0.5846459488492212
Delta,5,2,0.011318372688848131,0.48725397262822195
DGSM,5,2,9.84852266241183e-29,0.49999999999999994
R2,5,2,5.988470434483248e-06,0.5
Pearson,5,2,0.008392611732456945,0.5713368329608781
RF,5,2,0.0023538474527374344,0.5000000000000001
Linear,5,2,1.9846708076910465e-32,0.49999999999999983
Morris,6,2,0.0007239370100694465,0.5
Sobol,6,2,0.0028674919199605554,0.47748001648715366
Fast,6,2,0.20450903516069607,0.31257918884383135
RDB-Fast,6,2,0.08806443139314504,0.5725045936224917
Delta,6,2,0.009709759519642935,0.45335858441792226
DGSM,6,2,1.9610227566718825e-06,0.5
R2,6,2,2.8107544909254455e-13,0.5
Pearson,6,2,0.0054981096515443265,0.600551867583761
RF,6,2,0.002339150527825374,0.5
Linear,6,2,0.0011440561062264457,0.5
Morris,7,2,0.001151085084108663,0.5
Sobol,7,2,0.08229016445249365,0.06544255376111847
Fast,7,2,0.019444615011953957,0.18504016615751318
RDB-Fast,7,2,0.15168994862584512,0.3036495622493491
Delta,7,2,0.004280272487056135,0.12826097306635537
DGSM,7,2,0.13905271167343564,0.5
R2,7,2,6.560956347858446e-08,0.5
Pearson,7,2,0.010627433280157597,0.14991174259078982
RF,7,2,0.011593295257240753,0.5
Linear,7,2,0.029586133084010337,0.5
Morris,8,2,0.0001894670253313892,0.5
Sobol,8,2,0.0022746018006624008,0.49074279942283855
Fast,8,2,0.19354369770639465,0.31949145981044474
RDB-Fast,8,2,0.10097420676319184,0.5722101452628987
Delta,8,2,0.07757981514749228,0.34500370439599704
DGSM,8,2,1.8784599183833078e-06,0.5000000000000001
R2,8,2,5.514443733435684e-10,0.5
Pearson,8,2,0.008560950459139854,0.4012421465326553
RF,8,2,0.006157652849592221,0.5000000000000001
Linear,8,2,0.010209990989239668,0.5000000000000001
Morris,9,2,0.0033758305497842878,0.5
Sobol,9,2,0.10153176006785163,0.12149824601292783
Fast,9,2,0.019772854931766403,0.20522967487359783
RDB-Fast,9,2,0.14217079412124056,0.32842628876314095
Delta,9,2,0.0061433863013275,0.1659486717100908
DGSM,9,2,0.00014862215013411884,0.5
R2,9,2,4.817575993799295e-09,0.5
Pearson,9,2,0.01326781257910512,0.23854393752261652
RF,9,2,0.023170314062997716,0.5
Linear,9,2,0.01693558068631182,0.5
Morris,10,2,0.00043435276170208454,0.5
Sobol,10,2,0.01238814601101264,0.4765476757420058
Fast,10,2,0.20236368818343847,0.313730496326578
RDB-Fast,10,2,0.09904127611855257,0.5535663264469297
Delta,10,2,0.02477596999828881,0.41454727777435935
DGSM,10,2,2.1748325187790978e-08,0.5000000000000001
R2,10,2,6.127962472524076e-16,0.49999999999999994
Pearson,10,2,0.0081932781878757,0.4960385840056539
RF,10,2,0.003312592966851741,0.49999999999999983
Linear,10,2,0.004226543698321054,0.5000000000000001
Morris,11,2,0.0003433383980154217,0.49999999999999983
Sobol,11,2,0.016727934443807768,0.49124899465914185
Fast,11,2,0.20531813005430308,0.31192783005607944
RDB-Fast,11,2,0.09241269354293197,0.5611781626806736
Delta,11,2,0.014096706398771022,0.4532201944241981
DGSM,11,2,5.838936669207971e-08,0.5000000000000002
R2,11,2,1.555073517476044e-16,0.5
Pearson,11,2,0.007217918611198743,0.5855765657531293
RF,11,2,0.002394079843428946,0.5
Linear,11,2,0.0010560432381169188,0.5
Morris,12,2,1.6965281294141422e-06,0.5000000000000001
Sobol,12,2,0.02271144344229833,0.5453305773731503
Fast,12,2,0.21402724811093368,0.31564111362209535
RDB-Fast,12,2,0.10250220780660461,0.579811498671905
Delta,12,2,0.08291425586601489,0.3554038840812455
DGSM,12,2,2.659547891259755e-15,0.5000000000000001
R2,12,2,6.240029666040119e-21,0.5
Pearson,12,2,0.011454987229541922,0.39183126602224094
RF,12,2,0.009467926794496187,0.5000000000000001
Linear,12,2,0.01790513382118798,0.5
Morris,13,2,0.0005469732433394236,0.5
Sobol,13,2,0.02520617787826383,0.3441227760052763
Fast,13,2,0.13785902863837154,0.293475860042133
RDB-Fast,13,2,0.10643987424938457,0.49869447341914813
Delta,13,2,0.017017561993887844,0.35221925062055515
DGSM,13,2,1.6225028763605247e-06,0.5000000000000001
R2,13,2,7.31729859622007e-08,0.49999999999999994
Pearson,13,2,0.00628644670321977,0.4142408808237506
RF,13,2,0.005025123030138762,0.5
Linear,13,2,0.005005161161777769,0.5
Morris,14,2,0.001053560459151445,0.5
Sobol,14,2,0.01070684914829756,0.3765805658672857
Fast,14,2,0.12706473473760252,0.2937711822181834
RDB-Fast,14,2,0.10332615580744493,0.49540409566860855
Delta,14,2,0.03782032759902047,0.31950389404649526
DGSM,14,2,2.6898282624487472e-08,0.5
R2,14,2,2.1556072624091565,0.5
Pearson,14,2,0.009346489703306258,0.3798288847237016
RF,14,2,0.008907607585608017,0.49999999999999983
Linear,14,2,0.014729399544810442,0.5
Morris,15,2,0.0028038143863937694,0.5
Sobol,15,2,0.008157180390017315,0.4062715051303384
Fast,15,2,0.09282266587024486,0.2727311282900975
RDB-Fast,15,2,0.1006545235068112,0.4916797769421911
Delta,15,2,0.0201319960359702,0.3111699203632871
DGSM,15,2,0.00011073215551628889,0.49999999999999983
R2,15,2,2.021883542938588e-09,0.5
Pearson,15,2,0.004631199603027365,0.45655621960330023
RF,15,2,0.012018894387404293,0.5
Linear,15,2,0.004148202352842545,0.49999999999999994
Morris,16,2,0.001183961584992897,0.5
Sobol,16,2,0.034522392869705654,0.4223477294945968
Fast,16,2,0.044335515215587214,0.17213160095802582
RDB-Fast,16,2,0.1468818918870233,0.3318126448962918
Delta,16,2,0.015157348282530405,0.18589342890117633
DGSM,16,2,0.00042524711090713,0.4999999999999998
R2,16,2,3.7492332133240463e-07,0.5
Pearson,16,2,0.014037766377312095,0.25094662319692085
RF,16,2,0.028898291343854653,0.5
Linear,16,2,0.03234724807220034,0.5
Morris,17,2,0.001626638535320285,0.5
Sobol,17,2,0.031902537137744214,0.34208294967182623
Fast,17,2,0.13641982126023525,0.2618839293835431
RDB-Fast,17,2,0.11021489549368466,0.4745653307229711
Delta,17,2,0.012458197201285777,0.33346355283026163
DGSM,17,2,4.4328381900025555e-06,0.5000000000000001
R2,17,2,2.579705587332407e-06,0.5
Pearson,17,2,0.006489195951580563,0.4379891924703085
RF,17,2,0.003448296359074847,0.5000000000000001
Linear,17,2,0.00443867278378119,0.5
Morris,18,2,0.0011794687819372163,0.5000000000000001
Sobol,18,2,0.03182820567660051,0.40526123255328333
Fast,18,2,0.13250535229923646,0.2636814101075912
RDB-Fast,18,2,0.11081119105818898,0.4813469635873622
Delta,18,2,0.011587974582639748,0.33871908623636326
DGSM,18,2,1.7623614322132278e-05,0.5
R2,18,2,2.3923791063936554e-08,0.5
